"","nicheout$RAINFALL"
"1875",0
"1876",0
"1877",0
"1878",0
"1879",0
"1880",0.800000011920929
"1881",0
"1882",0
"1883",0
"1884",0
"1885",0
"1886",0.300000011920929
"1887",0
"1888",0
"1889",0
"1890",0.200000002980232
"1891",0
"1892",0
"1893",0
"1894",17
"1895",9.39999961853027
"1896",1
"1897",0
"1898",0
"1899",0
"1900",0
"1901",0
"1902",0
"1903",0
"1904",1
"1905",5
"1906",0.100000001490116
"1907",0
"1908",0.400000005960464
"1909",0
"1910",0
"1911",0
"1912",0
"1913",0
"1914",0
"1915",0
"1916",0
"1917",0
"1918",0
"1919",0
"1920",0
"1921",0
"1922",0.200000002980232
"1923",0.300000011920929
"1924",0
"1925",0
"1926",0
"1927",0
"1928",0
"1929",0
"1930",0
"1931",11.3000001907349
"1932",0
"1933",1.70000004768372
"1934",0.100000001490116
"1935",0
"1936",0
"1937",0
"1938",0.100000001490116
"1939",1.5
"1940",0.300000011920929
"1941",0.800000011920929
"1942",0
"1943",0
"1944",0
"1945",0
"1946",0
"1947",0
"1948",0
"1949",0
"1950",0
"1951",0.699999988079071
"1952",0
"1953",0
"1954",35.0999984741211
"1955",2.59999990463257
"1956",0
"1957",0
"1958",0.300000011920929
"1959",1.29999995231628
"1960",0
"1961",0
"1962",0
"1963",2.70000004768372
"1964",0.400000005960464
"1965",2.29999995231628
"1966",2.40000009536743
"1967",3.40000009536743
"1968",0
"1969",0
"1970",0
"1971",33.2000007629395
"1972",2
"1973",6.80000019073486
"1974",0.100000001490116
"1975",0
"1976",0.100000001490116
"1977",0.100000001490116
"1978",1.20000004768372
"1979",0.5
"1980",1.29999995231628
"1981",15.8000001907349
"1982",0
"1983",0
"1984",34.7000007629395
"1985",1.5
"1986",28.5
"1987",10.1999998092651
"1988",1.5
"1989",3.29999995231628
"1990",1
"1991",0.600000023841858
"1992",0
"1993",4.90000009536743
"1994",1.60000002384186
"1995",0.699999988079071
"1996",0.300000011920929
"1997",0
"1998",0.200000002980232
"1999",0
"2000",0
"2001",0
"2002",10.8999996185303
"2003",2.70000004768372
"2004",7.80000019073486
"2005",0
"2006",0
"2007",6.59999990463257
"2008",0
"2009",0.899999976158142
"2010",6.69999980926514
"2011",5.90000009536743
"2012",16.2000007629395
"2013",7.69999980926514
"2014",0
"2015",0
"2016",0
"2017",0.300000011920929
"2018",0.899999976158142
"2019",0
"2020",0
"2021",0
"2022",0
"2023",0
"2024",13.8000001907349
"2025",8.5
"2026",1.10000002384186
"2027",1
"2028",8.5
"2029",0.100000001490116
"2030",0
"2031",0
"2032",37.5999984741211
"2033",1
"2034",0
"2035",0
"2036",0
"2037",1
"2038",14.8000001907349
"2039",2.79999995231628
"2040",4.59999990463257
"2041",0
"2042",9.10000038146973
"2043",5.19999980926514
"2044",7.19999980926514
"2045",1.60000002384186
"2046",0
"2047",0
"2048",6.59999990463257
"2049",2.09999990463257
"2050",0.100000001490116
"2051",0
"2052",0
"2053",2.09999990463257
"2054",0.400000005960464
"2055",10.1999998092651
"2056",0.200000002980232
"2057",0.400000005960464
"2058",3.70000004768372
"2059",0
"2060",0.400000005960464
"2061",6.19999980926514
"2062",0
"2063",0
"2064",24.2000007629395
"2065",22.2000007629395
"2066",37.2999992370605
"2067",7.59999990463257
"2068",1.29999995231628
"2069",20.2999992370605
"2070",17.2999992370605
"2071",2
"2072",3.5
"2073",0.100000001490116
"2074",0
"2075",0
"2076",0
"2077",0
"2078",0
"2079",0.100000001490116
"2080",0
"2081",6.5
"2082",0
"2083",0
"2084",0
"2085",0.800000011920929
"2086",1.29999995231628
"2087",0.200000002980232
"2088",0
"2089",11.8999996185303
"2090",15.1000003814697
"2091",1.10000002384186
"2092",0.600000023841858
"2093",8
"2094",1.39999997615814
"2095",8.39999961853027
"2096",0.200000002980232
"2097",1.60000002384186
"2098",1.29999995231628
"2099",14.6000003814697
"2100",2.09999990463257
"2101",0
"2102",0
"2103",1.79999995231628
"2104",0.100000001490116
"2105",0
"2106",0
"2107",0
"2108",0.100000001490116
"2109",0.200000002980232
"2110",1
"2111",4.30000019073486
"2112",0.100000001490116
"2113",0
"2114",6.5
"2115",4.69999980926514
"2116",5.5
"2117",0.100000001490116
"2118",0
"2119",0
"2120",0
"2121",0
"2122",0
"2123",0
"2124",0
"2125",0.100000001490116
"2126",0
"2127",0
"2128",0
"2129",0
"2130",0.100000001490116
"2131",0.800000011920929
"2132",0
"2133",0
"2134",0
"2135",1
"2136",0
"2137",0
"2138",0
"2139",0
"2140",0.100000001490116
"2141",0
"2142",2.20000004768372
"2143",8.69999980926514
"2144",0
"2145",0
"2146",0.200000002980232
"2147",11.1999998092651
"2148",0
"2149",0
"2150",0.100000001490116
"2151",0
"2152",0.600000023841858
"2153",0
"2154",0
"2155",0
"2156",0
"2157",0
"2158",0
"2159",0
"2160",2
"2161",0.400000005960464
"2162",0
"2163",0
"2164",0
"2165",1.79999995231628
"2166",0.400000005960464
"2167",0.100000001490116
"2168",0
"2169",0
"2170",0
"2171",0
"2172",0
"2173",0
"2174",7.90000009536743
"2175",0.899999976158142
"2176",0
"2177",0
"2178",0
"2179",0
"2180",0
"2181",0
"2182",0.800000011920929
"2183",0.300000011920929
"2184",0
"2185",0
"2186",0
"2187",0
"2188",0
"2189",0
"2190",0
"2191",0
"2192",0
"2193",0
"2194",0
"2195",4.90000009536743
"2196",0
"2197",0
"2198",0
"2199",0
"2200",0
"2201",0
"2202",0
"2203",0
"2204",0.5
"2205",0
"2206",0
"2207",0
"2208",0
"2209",0
"2210",0
"2211",0
"2212",0
"2213",30.8999996185303
"2214",0.100000001490116
"2215",0
"2216",0
"2217",0
"2218",0
"2219",0
"2220",0
"2221",0
"2222",0
"2223",0
"2224",0
"2225",0
"2226",0
"2227",0
"2228",0
"2229",0
"2230",0
"2231",0
"2232",0
"2233",0
"2234",0
"2235",0
"2236",0
"2237",0
"2238",0
"2239",0
"2240",0
"2241",0
"2242",0
"2243",0
"2244",0
"2245",0
"2246",0
"2247",0.100000001490116
"2248",0
"2249",0
"2250",0
"2251",0
"2252",0
"2253",0
"2254",0
"2255",0
"2256",0
"2257",2.59999990463257
"2258",1
"2259",0
"2260",0
"2261",0
"2262",0
"2263",0
"2264",0
"2265",0
"2266",0
"2267",0
"2268",19.6000003814697
"2269",2.5
"2270",0
"2271",0
"2272",0
"2273",0
"2274",0
"2275",0
"2276",0
"2277",0
"2278",0
"2279",0
"2280",0
"2281",0
"2282",0
"2283",0
"2284",0
"2285",0
"2286",0
"2287",0
"2288",0
"2289",0
"2290",8.60000038146973
"2291",0
"2292",0
"2293",0
"2294",0
"2295",9.10000038146973
"2296",0.400000005960464
"2297",10.1000003814697
"2298",4.40000009536743
"2299",0
"2300",0
"2301",0
"2302",0
"2303",0
"2304",0
"2305",0
"2306",0
"2307",0
"2308",0
"2309",0
"2310",0
"2311",0
"2312",2.79999995231628
"2313",2
"2314",0
"2315",0
"2316",11.3000001907349
"2317",0.200000002980232
"2318",0.100000001490116
"2319",0
"2320",0.100000001490116
"2321",0
"2322",0
"2323",2.90000009536743
"2324",4.09999990463257
"2325",3.29999995231628
"2326",0.300000011920929
"2327",0.100000001490116
"2328",0
"2329",8.5
"2330",8
"2331",9
"2332",7.5
"2333",0
"2334",0
"2335",0.300000011920929
"2336",4.5
"2337",13.6999998092651
"2338",22.1000003814697
"2339",5
"2340",0
"2341",0
"2342",0.100000001490116
"2343",0.699999988079071
"2344",5.40000009536743
"2345",0.5
"2346",0
"2347",0
"2348",0
"2349",3.70000004768372
"2350",5.40000009536743
"2351",0.600000023841858
"2352",13.8999996185303
"2353",4.09999990463257
"2354",0
"2355",19.2999992370605
"2356",5
"2357",4.90000009536743
"2358",0.100000001490116
"2359",24.6000003814697
"2360",5.19999980926514
"2361",1.39999997615814
"2362",0
"2363",0
"2364",23.2999992370605
"2365",0
"2366",0.100000001490116
"2367",11.8999996185303
"2368",3.79999995231628
"2369",4.69999980926514
"2370",3
"2371",0
"2372",0
"2373",0
"2374",0
"2375",0
"2376",41.9000015258789
"2377",5.09999990463257
"2378",1.70000004768372
"2379",0.100000001490116
"2380",0
"2381",0.300000011920929
"2382",0.5
"2383",0.200000002980232
"2384",7.19999980926514
"2385",13.6000003814697
"2386",3.90000009536743
"2387",13.1000003814697
"2388",5
"2389",1.10000002384186
"2390",3.40000009536743
"2391",0
"2392",0
"2393",0
"2394",0
"2395",0
"2396",0
"2397",15.6999998092651
"2398",2.70000004768372
"2399",11.6000003814697
"2400",1.60000002384186
"2401",0.100000001490116
"2402",0
"2403",0
"2404",0
"2405",0
"2406",0
"2407",0
"2408",17.1000003814697
"2409",2.29999995231628
"2410",0
"2411",0
"2412",6.90000009536743
"2413",31.1000003814697
"2414",6.19999980926514
"2415",0
"2416",0
"2417",7.40000009536743
"2418",4
"2419",13.6999998092651
"2420",18.3999996185303
"2421",4.69999980926514
"2422",0.100000001490116
"2423",0
"2424",0
"2425",0
"2426",17.6000003814697
"2427",9.69999980926514
"2428",0.600000023841858
"2429",0
"2430",0
"2431",10.3000001907349
"2432",7.19999980926514
"2433",0
"2434",0
"2435",0.200000002980232
"2436",16.2999992370605
"2437",8.39999961853027
"2438",0.100000001490116
"2439",0
"2440",0
"2441",0
"2442",0
"2443",0
"2444",32.5999984741211
"2445",0.400000005960464
"2446",0.300000011920929
"2447",13.6999998092651
"2448",11
"2449",0.100000001490116
"2450",0
"2451",0
"2452",0.100000001490116
"2453",0
"2454",4
"2455",8.89999961853027
"2456",0
"2457",0
"2458",0
"2459",1.5
"2460",8
"2461",9.30000019073486
"2462",0.100000001490116
"2463",0
"2464",3.09999990463257
"2465",0
"2466",0
"2467",0
"2468",0
"2469",0
"2470",10.8999996185303
"2471",38.9000015258789
"2472",15.8000001907349
"2473",0
"2474",0
"2475",0.100000001490116
"2476",0.600000023841858
"2477",21.8999996185303
"2478",0.5
"2479",4.69999980926514
"2480",0
"2481",0
"2482",0
"2483",0
"2484",0
"2485",0
"2486",0
"2487",0.300000011920929
"2488",0
"2489",0
"2490",0
"2491",0
"2492",0
"2493",0
"2494",0
"2495",0
"2496",0
"2497",0
"2498",0.300000011920929
"2499",0
"2500",0
"2501",0
"2502",0
"2503",0
"2504",0
"2505",0
"2506",0
"2507",0
"2508",0
"2509",0
"2510",5.90000009536743
"2511",0
"2512",0
"2513",0
"2514",0
"2515",0
"2516",0
"2517",0
"2518",0
"2519",0
"2520",0
"2521",0
"2522",0
"2523",0
"2524",0
"2525",0
"2526",0.5
"2527",0.100000001490116
"2528",0
"2529",0.300000011920929
"2530",0
"2531",0
"2532",0
"2533",0
"2534",0
"2535",0
"2536",0
"2537",1.29999995231628
"2538",0
"2539",0
"2540",0
"2541",0
"2542",0
"2543",0
"2544",4.30000019073486
"2545",0
"2546",0
"2547",0
"2548",0
"2549",0
"2550",0
"2551",0
"2552",0
"2553",0
"2554",0
"2555",0
"2556",0
"2557",0
"2558",0
"2559",0.300000011920929
"2560",0
"2561",0
"2562",0.200000002980232
"2563",0
"2564",0
"2565",0
"2566",0
"2567",1.60000002384186
"2568",0
"2569",0.100000001490116
"2570",14.1999998092651
"2571",5
"2572",3.70000004768372
"2573",0.100000001490116
"2574",0
"2575",0
"2576",0
"2577",45.2000007629395
"2578",10.3000001907349
"2579",0.300000011920929
"2580",0
"2581",0
"2582",0
"2583",0
"2584",0
"2585",0
"2586",1.39999997615814
"2587",0
"2588",0
"2589",0
"2590",0
"2591",0
"2592",0
"2593",0
"2594",0
"2595",0
"2596",0
"2597",0
"2598",0
"2599",0
"2600",0
"2601",0
"2602",0
"2603",0
"2604",0
"2605",0
"2606",0
"2607",0
"2608",0.100000001490116
"2609",0
"2610",0
"2611",0
"2612",0
"2613",0
"2614",0
"2615",0
"2616",0
"2617",0
"2618",0
"2619",0
"2620",0
"2621",0
"2622",0
"2623",0.400000005960464
"2624",4.69999980926514
"2625",0
"2626",0
"2627",0
"2628",0
"2629",0
"2630",0
"2631",0.699999988079071
"2632",0
"2633",0
"2634",0
"2635",1.70000004768372
"2636",17.1000003814697
"2637",0.100000001490116
"2638",0
"2639",0
"2640",0
"2641",0
"2642",0
"2643",0
"2644",0
"2645",0
"2646",0
"2647",0
"2648",0
"2649",0
"2650",0
"2651",0
"2652",0
"2653",0
"2654",0
"2655",0
"2656",0
"2657",0
"2658",1.39999997615814
"2659",0
"2660",0.300000011920929
"2661",0
"2662",0
"2663",0
"2664",0
"2665",1.10000002384186
"2666",7.5
"2667",0
"2668",0
"2669",0
"2670",0
"2671",5.90000009536743
"2672",6.69999980926514
"2673",5.09999990463257
"2674",9.89999961853027
"2675",0
"2676",0.699999988079071
"2677",0
"2678",0
"2679",0
"2680",0
"2681",0
"2682",0
"2683",0
"2684",0
"2685",3.29999995231628
"2686",13.1000003814697
"2687",17.7000007629395
"2688",3.79999995231628
"2689",0.100000001490116
"2690",0.200000002980232
"2691",0
"2692",0
"2693",0
"2694",0
"2695",0
"2696",0
"2697",0
"2698",0
"2699",0
"2700",0
"2701",0
"2702",0
"2703",0
"2704",0
"2705",0
"2706",0.400000005960464
"2707",8.69999980926514
"2708",0
"2709",0
"2710",0
"2711",0
"2712",0
"2713",0
"2714",0
"2715",0
"2716",3.29999995231628
"2717",2.40000009536743
"2718",0
"2719",0
"2720",42.0999984741211
"2721",14.1999998092651
"2722",0
"2723",0
"2724",0
"2725",11.8999996185303
"2726",3.90000009536743
"2727",3.29999995231628
"2728",3.90000009536743
"2729",7.5
"2730",5.90000009536743
"2731",2.90000009536743
"2732",5.5
"2733",1.10000002384186
"2734",3.79999995231628
"2735",0
"2736",0
"2737",29.2999992370605
"2738",29.8999996185303
"2739",5.59999990463257
"2740",20.3999996185303
"2741",7.40000009536743
"2742",4.40000009536743
"2743",4.5
"2744",0.100000001490116
"2745",0
"2746",1.79999995231628
"2747",20.8999996185303
"2748",0.200000002980232
"2749",15.3000001907349
"2750",3.90000009536743
"2751",5.59999990463257
"2752",12.5
"2753",21.2999992370605
"2754",9.30000019073486
"2755",2.59999990463257
"2756",5.90000009536743
"2757",3.90000009536743
"2758",2
"2759",2.59999990463257
"2760",1.60000002384186
"2761",0.5
"2762",0
"2763",0
"2764",0.100000001490116
"2765",5.80000019073486
"2766",0
"2767",0
"2768",2.20000004768372
"2769",8.30000019073486
"2770",3.70000004768372
"2771",0
"2772",12.1000003814697
"2773",30.7000007629395
"2774",11.1999998092651
"2775",1.60000002384186
"2776",1.20000004768372
"2777",0
"2778",0
"2779",0
"2780",1.89999997615814
"2781",0.100000001490116
"2782",0.400000005960464
"2783",19.3999996185303
"2784",1.89999997615814
"2785",0
"2786",0
"2787",0.600000023841858
"2788",0.699999988079071
"2789",0
"2790",0
"2791",14.6000003814697
"2792",0.400000005960464
"2793",11.8999996185303
"2794",0.100000001490116
"2795",1.5
"2796",12.1999998092651
"2797",2.40000009536743
"2798",23.3999996185303
"2799",5.19999980926514
"2800",4.40000009536743
"2801",1.5
"2802",1.29999995231628
"2803",0
"2804",14.1999998092651
"2805",0.699999988079071
"2806",0.800000011920929
"2807",0
"2808",0
"2809",0
"2810",0
"2811",2.90000009536743
"2812",1.79999995231628
"2813",1.79999995231628
"2814",1.89999997615814
"2815",0
"2816",0
"2817",0
"2818",0.400000005960464
"2819",0
"2820",0
"2821",0
"2822",0
"2823",0
"2824",0
"2825",0.899999976158142
"2826",2.79999995231628
"2827",0.5
"2828",1.39999997615814
"2829",0.5
"2830",0
"2831",0.100000001490116
"2832",0
"2833",0.5
"2834",2.79999995231628
"2835",0.300000011920929
"2836",0
"2837",0
"2838",0
"2839",0
"2840",0.300000011920929
"2841",0
"2842",0
"2843",0
"2844",0
"2845",0
"2846",0
"2847",0
"2848",0.100000001490116
"2849",0.300000011920929
"2850",0
"2851",0
"2852",0
"2853",0
"2854",0
"2855",0
"2856",0
"2857",0
"2858",0.699999988079071
"2859",0
"2860",0
"2861",0
"2862",0.100000001490116
"2863",0
"2864",0
"2865",0.899999976158142
"2866",0
"2867",8.60000038146973
"2868",9.60000038146973
"2869",1
"2870",0
"2871",0
"2872",0
"2873",0
"2874",0
"2875",0
"2876",1
"2877",0
"2878",0
"2879",0
"2880",0
"2881",0
"2882",0
"2883",0
"2884",0
"2885",0
"2886",9.60000038146973
"2887",0.100000001490116
"2888",0.100000001490116
"2889",0
"2890",0
"2891",0
"2892",0
"2893",0
"2894",0
"2895",0
"2896",0
"2897",0
"2898",0
"2899",0
"2900",0
"2901",0
"2902",0
"2903",0
"2904",0
"2905",0
"2906",0
"2907",0
"2908",0
"2909",0
"2910",0
"2911",0
"2912",0
"2913",0
"2914",0
"2915",0
"2916",0
"2917",0
"2918",0.300000011920929
"2919",0
"2920",0
"2921",0
"2922",0
"2923",0
"2924",0
"2925",0
"2926",0
"2927",0
"2928",0
"2929",0
"2930",0
"2931",0
"2932",0
"2933",0
"2934",0
"2935",0
"2936",0
"2937",0
"2938",0
"2939",0
"2940",0
"2941",0.100000001490116
"2942",0.200000002980232
"2943",0
"2944",0.100000001490116
"2945",0
"2946",0
"2947",0
"2948",0
"2949",0
"2950",0
"2951",0.400000005960464
"2952",6.69999980926514
"2953",0
"2954",0
"2955",0
"2956",0
"2957",0
"2958",0
"2959",0
"2960",0
"2961",0
"2962",0
"2963",0
"2964",0
"2965",0
"2966",0
"2967",0
"2968",0.600000023841858
"2969",0
"2970",0
"2971",0
"2972",0
"2973",0.5
"2974",0
"2975",0
"2976",0
"2977",0
"2978",0
"2979",0
"2980",0
"2981",0
"2982",0
"2983",0
"2984",0
"2985",0
"2986",0
"2987",0
"2988",0
"2989",0
"2990",0
"2991",0
"2992",0
"2993",0
"2994",1.89999997615814
"2995",0.5
"2996",0
"2997",0
"2998",0
"2999",0
"3000",0
"3001",0
"3002",0
"3003",0
"3004",0
"3005",0
"3006",0
"3007",0
"3008",0
"3009",0
"3010",0
"3011",0
"3012",0
"3013",0
"3014",0
"3015",0
"3016",0
"3017",0
"3018",0
"3019",0
"3020",0
"3021",0
"3022",0
"3023",0
"3024",0
"3025",0
"3026",0
"3027",0
"3028",0
"3029",0
"3030",0
"3031",0
"3032",0
"3033",2.90000009536743
"3034",0.100000001490116
"3035",3.09999990463257
"3036",2.90000009536743
"3037",0
"3038",0
"3039",0
"3040",0.100000001490116
"3041",0
"3042",0
"3043",0
"3044",0
"3045",0
"3046",20.1000003814697
"3047",10
"3048",2.90000009536743
"3049",0.100000001490116
"3050",6.69999980926514
"3051",0.5
"3052",17.5
"3053",34.2000007629395
"3054",0.699999988079071
"3055",0
"3056",0
"3057",0
"3058",0
"3059",0
"3060",0.800000011920929
"3061",1.10000002384186
"3062",0
"3063",0
"3064",6.40000009536743
"3065",1.70000004768372
"3066",6.09999990463257
"3067",0.100000001490116
"3068",0
"3069",3
"3070",16.7999992370605
"3071",7.5
"3072",3.59999990463257
"3073",2.90000009536743
"3074",1.10000002384186
"3075",8.89999961853027
"3076",0
"3077",0
"3078",0
"3079",6.30000019073486
"3080",5.80000019073486
"3081",14.8999996185303
"3082",12.3999996185303
"3083",0.200000002980232
"3084",0
"3085",0
"3086",0
"3087",0
"3088",2.79999995231628
"3089",0.100000001490116
"3090",0
"3091",0.100000001490116
"3092",0
"3093",0
"3094",0
"3095",0.600000023841858
"3096",0
"3097",0
"3098",0
"3099",0
"3100",0
"3101",4.19999980926514
"3102",4.19999980926514
"3103",1.60000002384186
"3104",10.3000001907349
"3105",2.29999995231628
"3106",0
"3107",0
"3108",20.8999996185303
"3109",17.2000007629395
"3110",11.3999996185303
"3111",0
"3112",0
"3113",10.3999996185303
"3114",0
"3115",0
"3116",0
"3117",0
"3118",0
"3119",0
"3120",0
"3121",0
"3122",13.6999998092651
"3123",0
"3124",0
"3125",0.100000001490116
"3126",0
"3127",0
"3128",0
"3129",8.69999980926514
"3130",0.899999976158142
"3131",104.5
"3132",10.1000003814697
"3133",0
"3134",0
"3135",7.30000019073486
"3136",7
"3137",0.800000011920929
"3138",5.69999980926514
"3139",2.09999990463257
"3140",0.5
"3141",29.3999996185303
"3142",0.100000001490116
"3143",2.40000009536743
"3144",3.20000004768372
"3145",1.29999995231628
"3146",31.2000007629395
"3147",21
"3148",1.79999995231628
"3149",0
"3150",0
"3151",0
"3152",0
"3153",0
"3154",0
"3155",0
"3156",16.2999992370605
"3157",0.100000001490116
"3158",0
"3159",0
"3160",0
"3161",0
"3162",14.3999996185303
"3163",1.79999995231628
"3164",0.100000001490116
"3165",0.5
"3166",1.70000004768372
"3167",0
"3168",0
"3169",8.60000038146973
"3170",6.40000009536743
"3171",0.200000002980232
"3172",11.6999998092651
"3173",5.80000019073486
"3174",0.100000001490116
"3175",0.100000001490116
"3176",2.5
"3177",0
"3178",0.300000011920929
"3179",2.09999990463257
"3180",0.200000002980232
"3181",0
"3182",0.100000001490116
"3183",0
"3184",0
"3185",13.5
"3186",10
"3187",0.600000023841858
"3188",0
"3189",0
"3190",0
"3191",0.400000005960464
"3192",30.7000007629395
"3193",19.7999992370605
"3194",1.60000002384186
"3195",0
"3196",0
"3197",0
"3198",0
"3199",0
"3200",0
"3201",0
"3202",0.699999988079071
"3203",0
"3204",0
"3205",2.29999995231628
"3206",0
"3207",0
"3208",0
"3209",0.100000001490116
"3210",0
"3211",0
"3212",2.40000009536743
"3213",0.200000002980232
"3214",15.6000003814697
"3215",13.6999998092651
"3216",0.100000001490116
"3217",0
"3218",0
"3219",0
"3220",0
"3221",0
"3222",0
"3223",0
"3224",0
"3225",0
"3226",0
"3227",0
"3228",0.400000005960464
"3229",0
"3230",0
"3231",0.100000001490116
"3232",0
"3233",0
"3234",0
"3235",0
"3236",0
"3237",0
"3238",0
"3239",0
"3240",0
"3241",0
"3242",0
"3243",23.6000003814697
"3244",0.5
"3245",0
"3246",0
"3247",0
"3248",3
"3249",0
"3250",0
"3251",0
"3252",0
"3253",0
"3254",0
"3255",0
"3256",0
"3257",2.09999990463257
"3258",0.100000001490116
"3259",2.20000004768372
"3260",0
"3261",0
"3262",0
"3263",0
"3264",0
"3265",0
"3266",0
"3267",0
"3268",0
"3269",0
"3270",0
"3271",0
"3272",0
"3273",1
"3274",0
"3275",0
"3276",0
"3277",0
"3278",0
"3279",0
"3280",0
"3281",0
"3282",0
"3283",0.600000023841858
"3284",0
"3285",0.100000001490116
"3286",0
"3287",0
"3288",0
"3289",0
"3290",0
"3291",0
"3292",0
"3293",0
"3294",0
"3295",1
"3296",0
"3297",0
"3298",0
"3299",0
"3300",4.90000009536743
"3301",0
"3302",1.10000002384186
"3303",0
"3304",0
"3305",0
"3306",0
"3307",0
"3308",0
"3309",0
"3310",0
"3311",0
"3312",0
"3313",0
"3314",0
"3315",0.200000002980232
"3316",0
"3317",0
"3318",0
"3319",0
"3320",0
"3321",4
"3322",0
"3323",0
"3324",0
"3325",0
"3326",0
"3327",0
"3328",0
"3329",0
"3330",0
"3331",0.300000011920929
"3332",0
"3333",0
"3334",0
"3335",0.200000002980232
"3336",0
"3337",0
"3338",0
"3339",0
"3340",0
"3341",0
"3342",0
"3343",0
"3344",0
"3345",0
"3346",0
"3347",0
"3348",0
"3349",0
"3350",0
"3351",0
"3352",0.100000001490116
"3353",0
"3354",0
"3355",0
"3356",0
"3357",0
"3358",0
"3359",0.200000002980232
"3360",0.100000001490116
"3361",0
"3362",0.899999976158142
"3363",0
"3364",0
"3365",0
"3366",1.10000002384186
"3367",0.600000023841858
"3368",0
"3369",0
"3370",0
"3371",0
"3372",0
"3373",0
"3374",0
"3375",0.699999988079071
"3376",0
"3377",0.100000001490116
"3378",0
"3379",0
"3380",0
"3381",0.100000001490116
"3382",0.699999988079071
"3383",1.29999995231628
"3384",1.39999997615814
"3385",0.100000001490116
"3386",0
"3387",0
"3388",0
"3389",0
"3390",0
"3391",7.69999980926514
"3392",69.5999984741211
"3393",5.69999980926514
"3394",0
"3395",0
"3396",0
"3397",0.100000001490116
"3398",5.09999990463257
"3399",0
"3400",0
"3401",0.899999976158142
"3402",0
"3403",0
"3404",0
"3405",0.5
"3406",0
"3407",0.699999988079071
"3408",1.79999995231628
"3409",0.5
"3410",0
"3411",23.8999996185303
"3412",5
"3413",8.10000038146973
"3414",3.70000004768372
"3415",0.5
"3416",10.3000001907349
"3417",1.60000002384186
"3418",0.400000005960464
"3419",2.79999995231628
"3420",0.100000001490116
"3421",0
"3422",0
"3423",0
"3424",0
"3425",0
"3426",1
"3427",0
"3428",0
"3429",3.59999990463257
"3430",0
"3431",0
"3432",0
"3433",0
"3434",0
"3435",0
"3436",0
"3437",0
"3438",7.40000009536743
"3439",12.8999996185303
"3440",37.2000007629395
"3441",14.6999998092651
"3442",9.19999980926514
"3443",3.59999990463257
"3444",0
"3445",0
"3446",0
"3447",0.200000002980232
"3448",1.79999995231628
"3449",9.89999961853027
"3450",6.09999990463257
"3451",5.69999980926514
"3452",0.699999988079071
"3453",0.300000011920929
"3454",0.699999988079071
"3455",12.8000001907349
"3456",1.29999995231628
"3457",0
"3458",9.30000019073486
"3459",0.100000001490116
"3460",0.600000023841858
"3461",2
"3462",1.70000004768372
"3463",0.899999976158142
"3464",0
"3465",24
"3466",0
"3467",8
"3468",8.60000038146973
"3469",1.89999997615814
"3470",3.29999995231628
"3471",6.90000009536743
"3472",0.300000011920929
"3473",5.80000019073486
"3474",5.80000019073486
"3475",1.10000002384186
"3476",4.30000019073486
"3477",7.30000019073486
"3478",13.1999998092651
"3479",4.80000019073486
"3480",5.09999990463257
"3481",5.19999980926514
"3482",0
"3483",0.100000001490116
"3484",3.29999995231628
"3485",13.6000003814697
"3486",0
"3487",0
"3488",0.100000001490116
"3489",1.39999997615814
"3490",8.80000019073486
"3491",6.80000019073486
"3492",5.5
"3493",4.30000019073486
"3494",0
"3495",1.70000004768372
"3496",5.90000009536743
"3497",2.20000004768372
"3498",2.5
"3499",1.20000004768372
"3500",0.100000001490116
"3501",7.40000009536743
"3502",8
"3503",1.60000002384186
"3504",0.100000001490116
"3505",0
"3506",16.1000003814697
"3507",4.30000019073486
"3508",2.09999990463257
"3509",0
"3510",0
"3511",0
"3512",9.80000019073486
"3513",0
"3514",0
"3515",0
"3516",0
"3517",0
"3518",0
"3519",0
"3520",0
"3521",0
"3522",5.80000019073486
"3523",4.19999980926514
"3524",6.80000019073486
"3525",0
"3526",0
"3527",8.69999980926514
"3528",6.5
"3529",16.6000003814697
"3530",8.19999980926514
"3531",3.29999995231628
"3532",0.100000001490116
"3533",0.800000011920929
"3534",0.5
"3535",0
"3536",0
"3537",0
"3538",0
"3539",0
"3540",0.5
"3541",1.89999997615814
"3542",0.400000005960464
"3543",26.2999992370605
"3544",0.5
"3545",0
"3546",0
"3547",0
"3548",0.200000002980232
"3549",0
"3550",0
"3551",3.5
"3552",2.90000009536743
"3553",0.5
"3554",1.60000002384186
"3555",0
"3556",0
"3557",0
"3558",0
"3559",0
"3560",0
"3561",0
"3562",0
"3563",8.19999980926514
"3564",12.5
"3565",3.09999990463257
"3566",0
"3567",0
"3568",0
"3569",0.400000005960464
"3570",0.100000001490116
"3571",0
"3572",0
"3573",0
"3574",0
"3575",0.300000011920929
"3576",15.8000001907349
"3577",0
"3578",0
"3579",0
"3580",0
"3581",0
"3582",0
"3583",0
"3584",0
"3585",0
"3586",4.69999980926514
"3587",0.5
"3588",0
"3589",0
"3590",19.1000003814697
"3591",0.800000011920929
"3592",0.100000001490116
"3593",0
"3594",0
"3595",0
"3596",0
"3597",0
"3598",0
"3599",0
"3600",0
"3601",0
"3602",0
"3603",0
"3604",0
"3605",0
"3606",0
"3607",0
"3608",0
"3609",0
"3610",0
"3611",1.39999997615814
"3612",0
"3613",0
"3614",0
"3615",0
"3616",0
"3617",0
"3618",0
"3619",0
"3620",0
"3621",0
"3622",0
"3623",0
